ancestor_concept_id,descendant_concept_id,min_levels_of_separation,max_levels_of_separation
443392,608890,3,8
443392,37166630,4,6
443392,37166678,4,6
443392,37166250,4,6
443392,37166564,4,4
443392,37160408,4,5
443392,607985,5,6
443392,4116087,3,5
443392,37166991,3,3
443392,4301662,7,9
443392,4158977,4,4
443392,37165442,3,8
443392,4095602,4,4
443392,4111005,4,5
443392,4264693,1,1
443392,603115,4,5
443392,37166993,1,1
443392,605185,3,9
443392,37166986,4,4
443392,37167626,4,8
443392,37165768,2,5
443392,36684463,6,7
443392,37166183,3,6
443392,4116220,3,3
443392,4095304,4,7
443392,4083496,3,4
443392,4258703,4,7
443392,4112872,3,5
443392,37166575,6,7
443392,4312676,4,5
443392,37162734,5,6
443392,45765770,7,7
443392,37165672,2,4
443392,35610331,4,4
443392,602663,3,7
197508,37166562,3,3
443392,36715854,4,6
443392,4110571,3,6
443392,37168383,4,4
443392,37116670,4,6
443392,37166773,4,6
443392,759940,3,6
443392,4244488,3,7
443392,4095430,3,9
443392,37166439,2,5
443392,36715865,3,6
443392,37166760,4,6
443392,4174891,4,5
443392,4193165,3,8
443392,602023,3,5
443392,37166310,4,5
443392,24296,3,6
443392,37167602,3,8
443392,37166618,4,5
443392,37395650,4,7
443392,37166295,3,4
443392,37160007,5,6
443392,37016197,2,4
443392,37165587,4,7
443392,37110269,3,5
443392,37165792,5,7
443392,37165856,4,6
443392,4112605,3,6
443392,36717622,3,7
443392,37166591,3,5
443392,4173976,7,8
443392,37166734,5,8
443392,602001,5,7
443392,36717461,3,3
443392,37166735,4,6
443392,4003694,3,4
443392,37166311,3,6
443392,605443,5,8
443392,4246246,4,5
443392,37166296,3,3
443392,192270,2,4
443392,4038838,3,3
443392,79740,4,7
443392,37171443,6,7
443392,36715590,2,2
443392,37166979,5,6
443392,605461,4,7
443392,36715835,4,7
443392,45768982,5,9
443392,36716610,4,9
443392,135764,5,9
443392,37166260,5,7
443392,37166777,4,7
443392,4247851,5,6
443392,37166188,5,7
443392,4311497,4,6
443392,37118768,2,3
443392,4115293,4,5
443392,40486637,4,8
443392,37166355,4,6
443392,198088,4,7
443392,37166632,3,4
443392,36717261,4,6
443392,36687125,6,7
443392,197810,2,3
443392,37169734,4,6
443392,45771026,4,9
443392,4299142,7,9
443392,37165827,3,9
443392,37016571,5,9
443392,36717259,5,6
443392,3654650,5,5
443392,36717489,3,8
443392,37165853,4,6
443392,37171440,5,6
443392,37167601,3,4
443392,37160407,4,6
443392,603310,4,9
443392,37159984,4,7
443392,40492985,6,6
443392,37167631,2,4
443392,321526,4,4
443392,4112609,3,6
443392,37166616,5,6
443392,35622696,5,5
443392,4110880,4,6
443392,37166218,4,7
443392,42538151,3,3
443392,40486656,2,5
443392,600661,5,5
443392,140955,5,5
443392,4197583,4,7
443392,37166274,5,10
443392,37171435,5,6
443392,35623630,4,4
443392,37165800,4,6
443392,607976,2,5
443392,40382439,3,3
443392,37166783,4,7
443392,37165445,3,6
443392,372849,3,3
443392,603116,4,6
443392,37166578,4,4
443392,4297672,3,6
443392,35614875,3,6
443392,37166788,5,9
443392,36716775,6,6
443392,37162702,3,7
443392,4092513,3,3
443392,37166751,3,6
443392,4220181,5,8
443392,4297189,3,4
443392,37168000,5,7
443392,37166633,2,2
443392,37166365,4,8
443392,37167842,6,7
443392,37171438,5,6
443392,37166604,5,7
443392,37166774,4,6
443392,199754,4,5
443392,36717175,3,6
443392,37166269,4,9
443392,37169372,4,8
443392,36716612,4,6
443392,318697,5,6
443392,37169849,4,7
443392,36717173,5,7
443392,4294416,4,5
443392,4313043,4,5
443392,4173955,2,2
443392,4264680,3,3
443392,4301665,3,4
443392,44783592,5,6
443392,37174288,5,5
443392,3655297,3,4
443392,4079553,4,5
443392,4119130,5,5
443392,36680610,4,6
443392,4155295,3,4
443392,4001170,3,3
443392,3655298,3,4
443392,37166565,4,7
443392,35622644,4,6
443392,45772938,4,7
443392,37311236,2,5
443392,37166358,5,8
443392,37166779,4,6
443392,36717225,5,6
443392,45768873,4,9
443392,4111799,4,7
443392,4290984,5,5
443392,4301517,2,6
443392,37395579,3,7
443392,3655624,3,4
443392,765158,3,3
443392,37166337,5,9
443392,37167533,5,8
443392,37174182,3,4
443392,607977,2,5
443392,602036,4,8
443392,37018872,3,3
443392,37166209,4,7
443392,4191491,3,3
443392,4264112,3,3
443392,37167778,3,7
443392,37167409,3,4
443392,37166762,4,6
443392,37171871,5,7
443392,37166869,3,3
443392,605446,4,7
443392,608244,4,4
443392,140672,6,6
443392,4209933,3,5
443392,36715811,3,4
443392,37166808,5,8
443392,37166286,4,5
443392,37204852,4,4
443392,37166198,5,9
443392,605464,4,7
443392,4116219,3,4
443392,37167839,6,7
443392,37166613,3,4
443392,37016119,3,6
443392,606387,4,5
443392,37165790,3,5
443392,4177235,2,5
443392,45768878,3,8
443392,4247847,4,5
443392,40487142,5,6
443392,35619952,4,6
443392,37166319,3,7
443392,4120590,3,3
443392,36715834,4,5
443392,37395573,2,2
443392,4117851,3,4
443392,765717,5,5
443392,37165750,3,4
443392,36716856,3,6
443392,37165429,5,8
443392,37399015,5,5
443392,37116597,6,9
443392,4133599,3,5
443392,44783718,3,5
443392,4300215,4,7
443392,37166554,5,9
443392,37167564,2,3
443392,4097707,4,5
443392,4301647,3,3
443392,4002498,4,8
443392,45768922,4,6
443392,37017270,5,5
443392,37165524,1,1
443392,37162723,2,2
443392,4089775,2,4
443392,606747,2,5
443392,40486169,5,7
443392,40493518,5,5
443392,45773365,2,3
443392,37166542,4,6
443392,4311452,4,6
443392,37162643,1,1
443392,37160351,3,4
443392,4003024,4,5
443392,4079282,3,3
443392,4046873,3,5
443392,4184850,4,7
443392,4111645,4,6
443392,37166381,4,6
443392,4111776,4,6
443392,37165675,3,5
443392,37166570,4,5
443392,37166281,4,7
443392,37018640,4,5
443392,35621808,5,8
443392,37166284,3,5
443392,4306965,3,4
443392,40571980,1,1
443392,37167781,2,3
443392,4141258,7,7
443392,4334094,3,4
443392,3654887,5,7
443392,37160363,4,8
443392,40484012,4,4
443392,37166583,3,4
443392,4222110,6,7
443392,37165763,4,6
443392,4193872,4,9
443392,4083498,2,2
443392,36715912,5,9
443392,35610174,3,4
443392,37168468,2,4
443392,4112963,4,5
443392,4181331,3,5
443392,4110570,3,6
443392,4244491,4,5
443392,4110708,4,6
443392,602046,3,6
443392,37165772,3,4
443392,4173978,7,7
443392,37167302,3,4
443392,444224,5,6
443392,3654579,2,6
443392,320347,7,8
443392,37166671,4,5
443392,37396688,3,6
443392,37166440,2,4
443392,4196724,4,7
443392,4095305,3,6
443392,4197152,2,4
443392,37166664,3,6
443392,37166226,4,7
443392,4298031,4,5
443392,602089,3,5
443392,37166520,4,5
443392,37166561,3,5
443392,37162707,5,6
443392,37166383,4,7
443392,37166657,4,6
443392,4301510,2,3
443392,37171478,3,6
443392,36716488,3,6
443392,4310565,4,7
443392,37165588,3,6
443392,37165764,5,6
443392,37165862,3,5
443392,37116745,6,8
443392,4246135,2,4
443392,4112585,3,7
443392,40481901,5,5
443392,4297668,4,5
443392,4111804,3,4
443392,761006,2,2
443392,37166449,5,6
443392,4301780,2,3
443392,3654361,3,4
443392,37165559,4,5
443392,4172359,2,5
443392,37166562,5,7
443392,4110422,3,6
443392,37167592,4,7
443392,4094544,7,7
443392,37166195,5,8
443392,605199,4,8
443392,4094542,3,4
443392,602131,6,8
443392,37165765,4,5
443392,4137687,6,6
443392,37311684,3,4
443392,40487528,4,4
443392,37167609,5,6
443392,4291149,3,6
443392,602140,3,7
443392,4299139,7,9
443392,37166189,6,9
443392,37166190,4,5
443392,37168635,2,2
443392,4247229,2,4
443392,36684826,6,7
443392,37166287,4,5
443392,3655608,4,4
443392,4173801,4,6
443392,37166794,5,7
443392,37165757,5,6
443392,37206235,4,5
443392,35622771,4,6
443392,37166261,4,6
443392,45768838,4,7
443392,37110270,4,5
443392,40481522,5,5
443392,4095748,4,6
443392,35623818,2,6
443392,37311926,4,6
443392,36712731,5,6
443392,37166627,3,5
443392,4300686,3,3
443392,37167585,2,3
443392,4297671,4,5
443392,37164585,3,3
443392,606916,6,6
443392,37163425,4,6
443392,4080865,3,3
443392,3656333,5,6
443392,37165837,4,6
443392,37162618,5,6
443392,434601,2,4
443392,37166615,5,7
443392,37165558,3,5
443392,4144199,7,7
443392,4157452,3,6
443392,4113636,3,4
443392,607981,3,5
443392,602019,7,8
443392,37166571,4,5
443392,37167838,4,7
443392,37166778,4,5
443392,4162249,2,4
443392,4115130,3,5
443392,4166154,5,6
443392,4169627,4,5
443392,37167834,2,2
443392,37116589,3,9
443392,36717495,6,10
443392,4002497,5,5
443392,198085,3,3
443392,4174593,4,6
443392,37165766,4,6
443392,37165430,5,8
443392,37167574,3,6
443392,4116202,2,2
443392,434592,4,4
443392,133974,3,3
443392,37166577,4,6
443392,602688,4,7
443392,4111775,3,4
443392,45765919,6,6
443392,40491512,3,6
443392,36716937,3,4
443392,761863,3,7
443392,4174910,4,6
443392,4307266,4,7
443392,37160004,5,6
443392,443391,6,6
443392,4082488,6,6
443392,37162596,4,6
443392,37017016,4,6
443392,4097581,3,4
443392,4162877,3,5
443392,4181329,3,3
443392,4197582,4,7
443392,37016891,3,5
443392,37160406,4,5
443392,37165773,4,7
443392,37166589,5,6
443392,37161461,4,5
443392,37166764,6,9
443392,37166856,4,4
443392,602020,3,6
443392,37116899,2,3
443392,4309671,3,7
443392,4157450,4,7
443392,37168806,5,6
443392,37166646,4,7
443392,4092380,3,6
443392,132570,2,5
443392,4079696,5,5
443392,37166262,4,7
443392,603120,1,1
443392,601133,5,6
443392,197803,4,5
443392,37160000,4,4
443392,37171477,3,6
443392,37165438,3,6
443392,4112451,4,7
443392,605451,3,5
443392,4095025,3,4
443392,37018641,3,3
443392,37165841,2,4
443392,37167633,5,7
443392,603117,4,5
443392,37311849,3,6
443392,4084437,2,3
443392,35624275,3,3
443392,4094261,3,3
443392,4143997,3,6
443392,37166238,3,6
443392,4079289,7,7
443392,37165857,3,6
443392,607956,3,3
443392,37203941,4,6
443392,4300570,2,5
443392,4221907,1,1
443392,37166411,2,3
443392,40493012,4,7
443392,4181352,4,5
443392,37169374,5,7
443392,45768920,4,6
443392,37166525,4,6
443392,4111653,3,6
443392,37165794,4,6
443392,4298154,1,1
443392,3655605,2,4
443392,4110417,4,7
443392,4162999,4,7
443392,37162700,4,7
443392,37166369,4,6
443392,605456,4,6
443392,37166796,4,7
443392,4298129,3,7
443392,4259972,4,4
443392,4246794,4,4
443392,608938,4,7
443392,37167587,4,5
443392,42539581,4,7
443392,4306529,3,7
443392,4095142,3,3
443392,37166410,3,7
443392,37016122,6,6
443392,36717161,4,4
443392,4246134,3,5
443392,37171447,4,4
443392,37166645,4,7
443392,602064,4,5
443392,441241,3,7
443392,4038846,3,3
443392,37166557,5,7
443392,3655363,4,5
443392,37165427,5,8
443392,4180780,3,5
443392,37166605,5,7
443392,40489472,3,5
443392,609126,5,11
443392,4306501,3,6
443392,4111356,3,3
443392,37165253,3,3
443392,37166444,4,4
443392,40493514,5,9
443392,37166289,4,5
443392,4299419,4,5
443392,4003831,5,5
443392,37168039,2,2
443392,441225,5,8
443392,602106,4,7
443392,37166194,5,8
443392,37166761,5,8
443392,37166765,5,7
443392,602009,4,7
443392,37018646,3,6
443392,37166303,3,8
443392,37163178,1,1
443392,4178959,2,3
443392,37166496,3,6
443392,37166446,5,6
443392,37162566,2,5
443392,4313754,3,7
443392,37166547,5,8
443392,37116585,5,7
443392,602129,5,8
443392,37171444,6,7
443392,4082627,5,5
443392,434881,5,5
443392,37162567,5,8
443392,1450199,2,5
443392,36674831,3,4
443392,1450198,2,4
443392,434588,4,7
443392,37171446,6,7
443392,36715927,5,7
443392,4292382,4,6
443392,1450465,4,6
443392,1450595,3,6
443392,4082491,7,7
443392,1450082,4,4
443392,4308149,3,7
443392,1450482,2,4
443392,4094865,3,4
443392,1075518,3,3
443392,4219402,3,7
197508,4175529,1,1
443392,36717579,4,5
443392,4089663,3,4
443392,4095303,4,5
443392,4173962,5,5
443392,195483,4,5
443392,37118651,3,7
443392,4311479,4,7
443392,4111221,4,7
443392,4092223,3,4
443392,201517,4,7
443392,4089762,2,3
443392,4173353,4,4
443392,439293,4,6
443392,4089769,2,3
443392,4092227,4,5
443392,4112073,4,5
443392,4112760,3,4
443392,198988,2,3
443392,4313056,3,5
443392,4173963,5,5
443392,198984,3,5
443392,4111024,4,4
443392,4177244,3,3
443392,35617882,4,4
443392,4089671,5,5
443392,4247824,5,6
443392,45768869,3,7
443392,432837,5,7
443392,4297801,2,2
443392,36686093,5,6
443392,443385,5,5
443392,4193703,3,7
443392,4311488,3,3
443392,440335,5,6
443392,4177243,3,4
443392,4091333,5,6
443392,443568,2,2
443392,35622339,4,7
443392,37109303,5,6
443392,44782589,4,5
443392,4177240,3,3
443392,438979,7,9
443392,44791581,4,4
443392,4095148,4,5
443392,1077127,5,6
443392,256633,4,7
443392,4144302,4,4
197508,4280901,1,1
443392,36716186,3,5
443392,45768863,4,5
443392,376647,2,2
443392,435752,5,7
443392,80665,1,1
443392,45757107,1,1
443392,4110705,3,5
443392,4289683,4,5
443392,35617871,4,4
443392,35610244,2,2
443392,4246224,5,7
443392,1076584,5,8
197508,73153,1,1
443392,4114337,3,4
443392,73153,3,5
443392,4110591,3,5
443392,45769408,1,1
443392,4095294,3,3
443392,45769098,2,5
443392,4089646,6,7
443392,45768952,3,7
443392,4246031,4,4
443392,4237178,3,4
443392,4246226,3,3
443392,36717017,5,7
443392,435755,4,7
443392,4234749,5,5
443392,4202789,3,6
443392,4092226,4,5
443392,1074872,6,6
443392,443397,4,4
443392,4157331,1,1
443392,4092379,4,5
443392,4201477,2,3
443392,1076168,4,8
443392,4183337,1,1
443392,40492416,6,7
443392,4149851,2,2
443392,4091612,4,5
443392,4110871,4,7
443392,4089761,4,5
443392,37396739,3,5
443392,4089666,3,3
443392,37018647,4,7
443392,259755,4,6
443392,25757,3,3
443392,36717231,3,3
443392,45768945,3,8
443392,4247846,4,5
443392,4112969,3,4
443392,4177110,4,5
443392,4280899,3,5
443392,37116428,5,7
443392,75756,3,5
443392,4095007,5,6
443392,1075630,4,5
443392,375490,4,4
443392,4089774,4,4
443392,443396,4,4
443392,4092375,3,3
443392,4181345,2,3
443392,36712707,5,7
443392,4247832,5,6
443392,4003179,3,4
443392,1077505,5,7
443392,4092517,1,1
443392,40381321,4,5
443392,4246472,3,5
443392,37016120,5,6
443392,435484,4,6
443392,4092377,4,4
443392,4312682,4,5
443392,4091337,4,4
443392,140057,3,3
443392,4156115,1,1
443392,439282,5,7
443392,4095313,6,7
443392,434587,5,6
443392,4312274,4,6
443392,4092080,3,5
443392,4297187,2,2
443392,3655521,3,4
443392,4188545,4,4
443392,4091614,4,5
443392,4298027,4,5
443392,37110321,5,8
443392,45772942,3,7
443392,37016196,5,5
443392,439291,4,6
443392,140048,4,7
443392,200355,3,5
197508,45765513,1,1
443392,4095151,4,4
443392,436045,2,2
443392,4156114,6,7
443392,4110872,4,7
443392,4091490,4,5
443392,4311485,4,4
443392,42537752,3,8
443392,4111022,4,5
443392,37018648,3,5
443392,4313751,4,6
443392,4114221,1,1
443392,40492385,3,6
443392,45768868,3,6
443392,46270966,5,7
443392,442168,4,9
443392,4093012,6,7
443392,4038841,5,5
443392,36715833,2,6
443392,4138903,6,6
443392,437501,4,6
443392,4178968,3,4
443392,4094549,4,4
443392,4246015,6,7
443392,4090229,4,5
443392,4182917,1,1
443392,4089520,4,5
443392,4183338,1,1
443392,4162996,2,3
443392,4313766,4,4
443392,40493020,2,3
443392,4301427,3,4
443392,1075623,5,6
443392,37116598,3,6
443392,137800,4,6
443392,4144193,3,4
443392,4311619,4,5
443392,194589,3,4
443392,4175529,3,5
443392,4180796,3,3
443392,40481908,2,2
443392,443588,2,3
443392,194876,5,7
443392,4114199,2,3
443392,374874,3,3
443392,4115298,3,4
443392,4246127,3,3
443392,4292381,4,7
443392,4110881,4,7
443392,4089647,5,8
443392,4247828,3,3
443392,4091493,4,5
443392,4307708,4,7
443392,4246228,4,7
443392,4090228,4,5
443392,4112985,3,5
443392,4089771,4,5
443392,4110428,3,6
443392,4092079,4,5
443392,4180781,3,3
443392,40486562,2,4
443392,4092058,6,6
443392,4082834,2,4
443392,40486161,2,3
443392,40489404,2,4
443392,1074873,6,6
443392,4310448,4,6
443392,4322885,2,2
443392,4246249,5,6
443392,37395835,3,5
443392,4095312,4,5
443392,4280901,3,5
443392,440050,3,5
443392,40485978,2,5
443392,4116339,4,6
443392,4196255,2,5
443392,437505,3,7
443392,1077135,4,5
443392,4196256,2,7
443392,45768932,5,7
443392,4309400,3,5
443392,135214,3,3
443392,4110435,4,5
443392,36716618,5,6
443392,35610180,1,1
443392,4178973,3,3
443392,436358,5,7
443392,4091492,5,6
443392,45768946,4,7
443392,4112589,3,3
443392,37016242,5,9
443392,3654651,5,5
443392,4247227,4,4
443392,40486588,3,3
443392,4301648,2,2
443392,138994,2,2
443392,4299273,4,4
443392,4115027,4,7
443392,4311612,4,4
443392,36684472,2,3
443392,439738,5,7
443392,442143,3,6
443392,45769825,2,5
443392,40486156,3,5
443392,45768841,4,6
443392,4094998,3,4
443392,40491441,2,3
443392,198710,5,6
443392,40488899,2,6
443392,37016662,2,2
443392,1074860,4,5
443392,4311627,4,4
443392,195195,3,5
443392,4092214,3,6
443392,4095595,3,3
443392,4112973,2,3
443392,138379,4,4
443392,37208173,4,4
443392,42709762,4,5
443392,4246125,4,6
443392,4095004,4,5
443392,4162138,2,3
443392,4300574,3,5
443392,4092060,4,6
443392,4294431,3,3
443392,372569,3,3
443392,4246032,3,3
443392,258369,3,4
443392,4111649,6,7
443392,40486083,3,3
443392,4095753,2,4
443392,4177104,4,6
443392,42536486,1,1
197508,4095756,1,1
443392,4094870,2,4
443392,42709756,4,5
443392,36686538,4,6
443392,440658,4,4
443392,40487484,3,4
443392,4247225,3,6
443392,4116237,4,6
443392,4308015,2,3
443392,141232,2,3
443392,4180907,4,5
443392,4300555,3,6
443392,45757101,1,1
443392,439265,3,9
443392,4157319,2,2
443392,197508,2,4
443392,4201481,2,4
443392,4177231,3,5
443392,4116073,2,5
443392,315497,3,3
443392,4246790,4,5
443392,4089524,5,7
443392,4300566,2,2
443392,4246798,3,3
443392,35622760,5,5
443392,438086,5,6
197508,4289097,1,1
443392,192255,4,6
443392,4297346,4,4
443392,435478,5,6
443392,439404,3,4
443392,36712815,4,6
443392,201810,4,6
443392,4289391,4,5
443392,4281032,4,5
443392,37397353,2,4
443392,4110875,2,4
443392,37018644,4,7
443392,4092532,4,5
443392,4177106,3,4
443392,196355,5,6
443392,443384,7,7
443392,4174136,2,4
443392,36716619,4,5
443392,4198435,2,3
443392,4177239,1,1
443392,4091616,3,5
443392,45769035,4,5
443392,4112453,5,8
443392,4246029,3,5
443392,4090217,5,7
443392,137219,5,7
443392,196047,3,5
443392,200054,3,5
443392,134879,3,9
443392,4289518,4,5
443392,4089649,4,6
443392,4116234,3,4
443392,4082332,2,4
443392,45766131,4,6
443392,440339,5,6
443392,37016125,3,9
443392,4247822,3,3
443392,1075625,5,6
443392,4095158,3,8
443392,36715800,4,7
197508,4280899,1,1
443392,760729,3,6
443392,4162251,3,3
443392,37018972,4,6
443392,4079686,5,5
443392,36715592,3,3
443392,4247230,4,4
443392,438693,3,3
443392,4289097,3,5
443392,4244169,4,5
443392,26361,3,6
443392,1077417,3,4
197508,435484,2,2
443392,4187355,4,4
443392,4151310,4,4
443392,4114222,1,1
443392,4246801,2,2
443392,40488902,4,6
443392,45770892,3,5
443392,4246030,3,4
443392,37116373,4,5
443392,4038839,4,4
443392,35610182,1,1
443392,4177236,1,1
443392,4180910,5,6
443392,1075610,4,5
443392,4112074,3,4
443392,1075619,4,5
443392,4079281,5,5
443392,37017442,2,8
443392,40490463,3,4
443392,40484156,2,2
443392,4095756,3,5
443392,4181344,8,8
443392,200338,4,7
443392,195482,3,5
443392,4178971,4,4
443392,4116063,4,6
443392,4155297,2,2
443392,40492386,4,6
443392,4207131,4,8
443392,4246143,4,5
443392,4307574,3,7
443392,4247347,3,5
443392,4289384,3,5
443392,435474,4,7
443392,377811,4,4
443392,4091768,3,6
443392,4311997,4,6
443392,197808,3,3
443392,4181339,5,7
443392,40491000,2,4
443392,4246121,4,5
443392,4247838,3,3
443392,198104,3,5
443392,4311283,3,3
443392,440351,4,6
443392,4283742,4,6
443392,138378,3,9
443392,135766,3,3
443392,4247358,3,4
443392,4089767,4,5
443392,444462,3,5
443392,136639,4,6
443392,4226624,2,3
443392,4142116,3,4
443392,4095156,4,6
443392,4281019,3,5
443392,45768874,4,7
443392,4112734,2,4
443392,316644,3,4
443392,439281,5,6
443392,433976,5,6
443392,4092213,3,6
443392,4180782,5,6
443392,4094252,4,5
443392,4256775,4,7
443392,4089860,4,5
443392,4181335,4,5
443392,4197474,4,4
443392,45772700,2,2
443392,4247837,3,3
443392,4092083,3,4
443392,138074,5,7
443392,4283750,4,5
443392,37109936,5,5
443392,4095575,3,3
443392,433156,4,6
443392,37204830,2,2
443392,435487,4,4
443392,4092078,4,5
443392,4095143,3,3
443392,4095000,4,5
443392,31509,4,8
197508,75756,1,1
443392,139750,3,3
443392,4180906,2,2
443392,437798,7,9
443392,37110333,3,5
443392,433973,4,7
443392,4289383,3,5
443392,764782,6,6
443392,4181481,4,5
443392,4313205,5,8
443392,3654297,4,6
443392,37204210,6,7
443392,45765513,3,5
443392,40486638,2,2
443392,4246804,4,7
443392,4149450,2,2
443392,44782652,4,5
443392,4246241,4,6
443392,200051,4,5
443392,36715812,5,7
443392,4233531,5,5
443392,4294181,5,8
443392,4183913,1,1
443392,4312004,4,6
443392,441233,5,6
443392,37018581,4,5
443392,46272955,5,7
443392,4246147,2,6
443392,4095597,3,3
443392,36712816,4,6
443392,4091482,2,5
443392,4313335,3,6
443392,35610170,5,5
443392,4003188,5,5
443392,4116071,2,3
443392,4095889,4,5
443392,4149850,3,4
443392,442123,3,4
443392,4247834,3,4
443392,4094716,4,5
443392,4178974,2,4
443392,1077200,5,7
443392,1077456,6,9
443392,1075530,2,4
443392,1077132,5,7
443392,1074862,6,9
443392,4095317,4,5
443392,1074874,6,8
443392,1075519,4,4
443392,4110566,6,7
443392,1074868,4,5
443392,1076192,5,8
443392,4094859,4,5
443392,44792338,4,5
443392,4258546,4,8
443392,1075553,3,4
443392,1077362,5,7
443392,36715851,3,7
443392,37396745,3,4
443392,4338760,4,4
443392,4116198,2,2
443392,1075568,5,7
443392,1076217,3,3
443392,1075552,3,4
443392,1074887,4,5
443392,1076166,5,7
443392,37166216,4,7
443392,437805,5,7
443392,1077134,5,7
443392,1074871,5,6
443392,1074865,4,7
443392,1076227,2,2
443392,1075572,5,7
443392,35610249,4,5
443392,1077422,4,6
443392,1075593,2,4
443392,609279,4,5
443392,37311469,4,5
443392,436059,3,3
443392,1075879,4,4
443392,4095590,4,4
443392,40486566,3,5
443392,40486084,4,6
443392,1075583,5,6
443392,4299416,3,7
443392,37166331,4,8
443392,1075055,4,6
443392,608068,2,5
443392,4001329,7,7
443392,4081043,3,6
443392,35610248,4,5
443392,1077421,3,6
